Boroughs,Bus Route,Classification,Confidence,Create_Date,Year,Quarter,Month,Day,Year,Quarter,Month,Day,Date_of_Incident,DateFK,Day,Description,Easting,Hour,HourGroup,Year,Quarter,Month,Day,IRIS,Location / Road Name,Modified_Date,Month,MonthNum,Northing,ReportingLag,Time,Time_of_Incident,URN,Victims Job,Weekday,Year
BRENT,245,Assault,3,1667811520,2022,Qtr 4,November,7,2022,Qtr 4,November,7,2459888,20221104,4,"I got assaulted by black men for asking fare in service and when I asked me for valid pay fare he said shall I show you and he was carrying kind of weapon in his pocket wrap with handcraft took it out and hit into my cab door and when he was leaving bus at Dudden Hill Lane by Tanfield avenue come to My door and trathinning me told me people like me we go and he starting hitting into my cab door.

I was feeling unsafe that time and shaking..",522094,16,2pm-6pm,2022,Qtr 4,November,4,IRIS,Brook Road,1667811520,November,11,186527,3,1899-12-30 16:05:00,57900,1084583,Bus Driver,Friday,2022
BRENT,245,Assault,3,1668780137,2022,Qtr 4,November,18,2022,Qtr 4,November,24,2459895,20221111,11,"Public complaint received under hand off reference - 17569238, added on 18/11.

Customer's statement: <I was driving my vehicle M5XHK (Range Rover) behind the bus, the bus was on the bus stop stationary with the left indicator flashing.
I approached the bus & started my manoeuvre to pass by.
As I was 3 ¼ of the way pass the bus, the bus pulled away from the bus stop & I had to quickly complete my manoeuvre as there was a traffic island in the middle of the road.
I pulled over & stepped out of my car & approached the bus driver. Even before I had opened my door to step out, the bus driver was blowing the horn & flashing the headlights.
I can hear the driver as I approached the side driver window shouting ‘move out the way!, move out the way!’.
My aim was to explain to the driver that there was no need to pull away & accelerate as I was still completing my manoeuvre.
I was calm & remained calm thru out even though there was a female passenger shouting & abusing me thru the driver’s compartment.
I was standing on the corner of the bus next to the driver’s window.
The driver then released the hand brake & suddenly drove the bus towards me & shunted me onto the middle of the road onto oncoming traffic from the opposite lane.
The corner of the bus hit my chest (to the right) & my right shoulder.
I then raised my voice as I thought he was going to do it again.
I then told the driver that I will be taking a picture of him so that I can make a compliant about the aggression.
The driver then shouted, ‘you have no right to take my picture!’.
The driver then exited the driving compartment & came off the bus.
As the driver was exiting the compartment the bus further moved ahead with no control by the driver.
The driver came out & again shouted, ‘you have no right to take my picture!’.
At that point, the female passenger also came off the bus & started to shout abuse to me.
I then got into my vehicle & drove away to calm down the situation.
I was travelling with my special needs daughter & she was very upset.>

Bus driver statement: <I finished serving the Bus Stop and indicated right to drive off. The stop is on the road and first a vehicle overtake and then a second and he was the third. By then he has faced the Island in the middle of the road and on a lane turning right. To avoid the Island he cut in to the left and stopped in front of the bus. I got concerned since I don't know what he is coming out with. I decided to drive pass him to avoid confrontation but next thing he is by my window and an argument ensued.>",517041,19,6pm-10pm,2022,Qtr 4,November,11,IRIS,East Lane,1669293242,November,11,186232,7,1899-12-30 19:50:00,71400,1088592,Member of Public,Friday,2022
BRENT,245,Assault,3,1669213375,2022,Qtr 4,November,23,2022,Qtr 4,December,12,2459907,20221123,23,"I came to a bus stop and I was unable to load anymore passengers on my bus as it was over loaded, I let passengers off the rear door closed the doors. As I was pulling away from the stop there were two small children kicking my bus my as well and the adult who was with them this women was also shouting and swearing at me. My visibility was not clear so I stopped the bus. At this point i went into panic mode as I feared for the children’s safety. I called code red and waited for assistance I opened the doors then to allow passengers to come off as I terminate the bust while I was waiting for assistance, the lady and her children then boarded the bus she continued to verbally abuse me. She came off the bus with her children. Center com called back I told them what happened and they cancelled the call as the lady left the bus.",517406,8,6am-10am,2022,Qtr 4,November,23,IRIS,East Lane,1670838990,November,11,186248,0,1899-12-30 08:15:00,29700,1089809,Passenger / Customer,Wednesday,2022
BRENT,245,Assault,3,1685966844,2023,Qtr 2,June,5,2023,Qtr 2,June,8,2460096,20230531,31,"When I arrived at Alperton Sainsbury’s I made the announcement that the bus was terminating (3 times) then I approached him and explained to him that the bus has finished then he refused point blank to leave then I asked him if I could be of any assistance to help plan his journey. But the man just started the abuse big time. Went back inside my cabin and did code red, the police arrived and removed him.",517855,0,10pm-2am,2023,Qtr 2,May,31,IRIS,Glacier Way,1686209209,May,5,183487,5,1899-12-30 00:05:00,300,1147347,Bus Driver,Wednesday,2023
BRENT,245,Assault,3,1688976469,2023,Qtr 3,July,10,2023,Qtr 3,July,10,2460131,20230705,5,"A passenger pointed out to me that the bus smells like grass, I stopped at the station and went to the upper deck to check. I found a person smoking and invited him to throw the cigarette out the window or get off the bus, otherwise, I will have to call the police. I got into the cabin and announced to the Ibus about the incident. In the meantime, the person got off and was pushed out by the other passengers. I opened the cabin door so I could make myself heard by a passenger who wanted to board, at which point the drugged passenger spat on me. I used the DNA kit, but due to the activities in which I am involved, I could not go to the police.",530461,18,6pm-10pm,2023,Qtr 3,July,5,IRIS,Conway Road,1688993801,July,7,193323,5,1899-12-30 18:40:00,67200,1160669,Bus Driver,Wednesday,2023
BRENT,260,Assault,3,1669028578,2022,Qtr 4,November,21,2022,Qtr 4,November,21,2459900,20221116,16,"A passenger was repeatedly pressing wheel chair bell. When I couldn't bear the noise I told her to move off it. She kept on doing it .I told her to move or leave the bus she refused another lady atvyhe front sit said "" drive the bus you full "".I told her that she can't talk to me like that she repeated again. I told them that tga bus can't continue unless they leave. Then a black man start saying words I don't repeat. Then another middle eastern looking guy came and said "" are you not Muslim too"". I replied "" I am not"".  He said you are devil then. I told him not to talk to me like that. Then he resorted to call me for a fight. Then I called police, by the time they came, they left. I continued the journey after I informed the controller.",521360,15,2pm-6pm,2022,Qtr 4,November,16,IRIS,CHURCH ROAD,1669032626,November,11,184487,5,1899-12-30 15:53:00,57180,1089077,Passenger / Customer,Wednesday,2022
BRENT,260,Assault,3,1671790845,2022,Qtr 4,December,23,2022,Qtr 4,December,23,2459934,20221220,20,"The incident happened when I was taking over running number 301 on the 260. I picked up the bus right on time 1550PM. Whilst I was setting up , a passenger comes up to me in aggressive manner asking why hasn’t the bus moved as he believes that the bus has been there for a while. I explained that I was taking over the bus now and I’m getting myself sorted. He started ranting and then he was raising his voice whilst talking to me. I asked him not to talk to me in that manner and apologise to me but he was adamant that he wasn’t in the wrong and started to yell abuse at me and I felt vulnerable. I wasn’t able to drive in the state that I was in so I need to calm down because he reduced me to tears.",522191,15,2pm-6pm,2022,Qtr 4,December,20,IRIS,Pound Lane,1671790845,December,12,184596,3,1899-12-30 15:50:00,57000,1098952,Bus Driver,Tuesday,2022
BRENT,260,Assault,3,1674811202,2023,Qtr 1,January,27,2023,Qtr 1,January,27,2459970,20230125,25,On the 25th january 2023 i was on route towards white city on the 260 bus approaching bus stop tavistock road in harlesden around 18.30 pm and a passenger came violently towards my cab and told me to open the door and punched the cab door wind screen as i stopped to allow passengers to board and alight bus passenger got extremely violent and punched cab door window numerous amount of times and started to swear at me and make derogatory comments at me and he also kicked the door i told him that i will be calling police and had my assault alarm on this lasted about 7/8 minutes eventually the passenger came off i had called code red to inform them about the situation but the passenger had left the bus there was no damage caused to the bus i also informed ibus Willesden and Willesden bus garage supervisors,521683,18,6pm-10pm,2023,Qtr 1,January,25,IRIS,Tavistock Road,1674811202,January,1,183460,2,1899-12-30 18:30:00,66600,1108439,Bus Driver,Wednesday,2023
BRENT,260,Assault,3,1679576981,2023,Qtr 1,March,23,2023,Qtr 1,March,23,2460024,20230320,20,2 PASSENGERS REFUSED TO PAY AND WERE SMOKING ON THE BUS- HAD TO CALL POLICE FOR ASSISTANCE. PASSENGERS  WERE ABUSIVE TO ME.,521605,0,10pm-2am,2023,Qtr 1,March,20,IRIS,High Road,1679576981,March,3,184814,3,1899-12-30 00:09:00,540,1125660,Bus Driver,Monday,2023
BRENT,260,Assault,3,1685433787,2023,Qtr 2,May,30,2023,Qtr 2,May,30,2460092,20230527,27,"PASSENGER TOOK BABY FROM PRAM AND HELD THE BABY ON HER LAP. i ASKED THE MOTHER TO PUT THE BABY BACK ION THE PUSHCHAIR FOR SAFETY REASONS.
THE MOTHER REFUSED TO PUT THE BABY IN THE PUSHCHAIR AND VERBALLY ABUSED ME . THE WOMAN CONTINUED TO VERBALLY ABUSE ME ALL THE WAY FROM HARLESDEN TO WILLESDEN HIGH ROAD.",521676,21,6pm-10pm,2023,Qtr 2,May,27,IRIS,High Street,1685433787,May,5,183334,3,1899-12-30 21:00:00,75600,1144716,Bus Driver,Saturday,2023
BRENT,260,Assault,3,1696234664,2023,Qtr 4,October,2,2023,Qtr 4,October,3,2460219,20231001,1,"Was going to pull to stop ilex road and I heard screaming and someone shouted call the police .
I stop a polish lady been punch on her face near her left eye it bruise and bump up little bleed I called police and ambulance",521616,14,2pm-6pm,2023,Qtr 4,October,1,IRIS,Ilex Road,1696319237,October,10,184661,1,1899-12-30 14:35:00,52500,1192675,Passenger / Customer,Sunday,2023
BRENT,297,Assault,3,1669018183,2022,Qtr 4,November,21,2022,Qtr 4,November,25,2459904,20221120,20,"Two passengers board the bus at Eagle Road one with a pass and the other without a pass, one of their friends now come on the bus and gave a pass to the passengers which was not hers, I asked her to let me see the picture on the zip oyster card which was a different picture.  I took the zip oyster card and told the passengers that I have confiscated the card and it will be returned to TFL. The passenger went crazy ad starts banging my cab glass and screaming abusive words towards me. I got to Alperton sainsbury and then called Code Blue for police assistant.  The passengers later comes off the bus and I carry on with my driving. But I was delayed for time.",517953,15,2pm-6pm,2022,Qtr 4,November,20,IRIS,Eagle Road,1669376811,November,11,184353,1,1899-12-30 15:35:00,56100,1088990,Bus Driver,Sunday,2022
BRENT,297,Assault,3,1670226497,2022,Qtr 4,December,5,2022,Qtr 4,December,5,2459916,20221202,2,I was finishing at Alperton Sainsbury's when this man came to me and demand refund or taking him to Ealing. When I told him that at front of me is 297 going to Ealing and the driver will let you in for free and I can't do refund. He swear at me and said he's not moving. I called code red. Whe controller came inside my bus and told me to go home this man run to me and pull phone from his pocket that was scarry cos i thought it's knife. But he took few pictures of me and I left.,517838,13,10am-2pm,2022,Qtr 4,December,2,IRIS,Glacier Way,1670226497,December,12,183487,3,1899-12-30 13:08:00,47280,1093154,Bus Driver,Friday,2022
BRENT,297,Assault,3,1671010434,2022,Qtr 4,December,14,2023,Qtr 1,January,11,2459927,20221213,13,"A aggressive and abusive passenger, abusing driver and some of the passengers",520877,19,6pm-10pm,2022,Qtr 4,December,13,IRIS,Neasden Lane North,1673425109,December,12,186259,1,1899-12-30 19:45:00,71100,1096150,Bus Driver,Tuesday,2022
BRENT,297,Assault,3,1671192642,2022,Qtr 4,December,16,2022,Qtr 4,December,21,2459926,20221212,12,"Alleged incident, report issued based on the following complaint received: 
<A male passenger refused to pay and was racially abusive towards the bus driver.>

Bus driver claims he doesn't recall any incident.",518292,17,2pm-6pm,2022,Qtr 4,December,12,IRIS,High Road,1671624306,December,12,185180,4,1899-12-30 17:40:00,63600,1097162,Bus Driver,Monday,2022
